Cinema: Legend,TK,5
Seat: Regular,4,10.0,9-11
Seat: Regular,4,10.0,9-12
Seat: Regular,4,10.0,9-13
Seat: Regular,4,10.0,9-14
Seat: Regular,4,10.0,9-15
Seat: Regular,4,10.0,9-16
Seat: Regular,4,10.0,9-17
Seat: Regular,4,10.0,9-18
Seat: Regular,4,10.0,9-19
Seat: Regular,4,10.0,9-20
Seat: Regular,4,10.0,10-1
Seat: Regular,4,10.0,10-2
Seat: Regular,4,10.0,10-3
Seat: Regular,4,10.0,10-4
Seat: Regular,4,10.0,10-5
Seat: Regular,4,10.0,10-6
Seat: Regular,4,10.0,10-7
Seat: Regular,4,10.0,10-8
Seat: Regular,4,10.0,10-9
Seat: Regular,4,10.0,10-10
Seat: Regular,4,10.0,10-11
Seat: Regular,4,10.0,10-12
Seat: Regular,4,10.0,10-13
Seat: Regular,4,10.0,10-14
Seat: Regular,4,10.0,10-15
Seat: Regular,4,10.0,10-16
Seat: Regular,4,10.0,10-17
Seat: Regular,4,10.0,10-18
Seat: Regular,4,10.0,10-19
Seat: Regular,4,10.0,10-20
Hall: 5,Open
Seat: Regular,5,10.0,1-1
Seat: Regular,5,10.0,1-2
Seat: Regular,5,10.0,1-3
Seat: Regular,5,10.0,1-4
Seat: Regular,5,10.0,1-5
Seat: Regular,5,10.0,1-6
Seat: Regular,5,10.0,1-7
Seat: Regular,5,10.0,1-8
Seat: Regular,5,10.0,1-9
Seat: Regular,5,10.0,1-10
Seat: Regular,5,10.0,1-11
Seat: Regular,5,10.0,1-12
Seat: Regular,5,10.0,1-13
Seat: Regular,5,10.0,1-14
Seat: Regular,5,10.0,1-15
Seat: Regular,5,10.0,1-16
Seat: Regular,5,10.0,1-17
Seat: Regular,5,10.0,1-18
Seat: Regular,5,10.0,1-19
Seat: Regular,5,10.0,1-20
Seat: Regular,5,10.0,2-1
Seat: Regular,5,10.0,2-2
Seat: Regular,5,10.0,2-3
Seat: Regular,5,10.0,2-4
Seat: Regular,5,10.0,2-5
Seat: Regular,5,10.0,2-6
Seat: Regular,5,10.0,2-7
Seat: Regular,5,10.0,2-8
Seat: Regular,5,10.0,2-9
Seat: Regular,5,10.0,2-10
Seat: Regular,5,10.0,2-11
Seat: Regular,5,10.0,2-12
Seat: Regular,5,10.0,2-13
Seat: Regular,5,10.0,2-14
Seat: Regular,5,10.0,2-15
Seat: Regular,5,10.0,2-16
Seat: Regular,5,10.0,2-17
Seat: Regular,5,10.0,2-18
Seat: Regular,5,10.0,2-19
Seat: Regular,5,10.0,2-20
Seat: Regular,5,10.0,3-1
Seat: Regular,5,10.0,3-2
Seat: Regular,5,10.0,3-3
Seat: Regular,5,10.0,3-4
Seat: Regular,5,10.0,3-5
Seat: Regular,5,10.0,3-6
Seat: Regular,5,10.0,3-7
Seat: Regular,5,10.0,3-8
Seat: Regular,5,10.0,3-9
Seat: Regular,5,10.0,3-10
Seat: Regular,5,10.0,3-11
Seat: Regular,5,10.0,3-12
Seat: Regular,5,10.0,3-13
Seat: Regular,5,10.0,3-14
Seat: Regular,5,10.0,3-15
Seat: Regular,5,10.0,3-16
Seat: Regular,5,10.0,3-17
Seat: Regular,5,10.0,3-18
Seat: Regular,5,10.0,3-19
Seat: Regular,5,10.0,3-20
Seat: Regular,5,10.0,4-1
Seat: Regular,5,10.0,4-2
Seat: Regular,5,10.0,4-3
Seat: Regular,5,10.0,4-4
Seat: Regular,5,10.0,4-5
Seat: Regular,5,10.0,4-6
Seat: Regular,5,10.0,4-7
Seat: Regular,5,10.0,4-8
Seat: VIP,5,15.0,4-9,
Seat: VIP,5,15.0,4-10,
Seat: VIP,5,15.0,4-11,
Seat: VIP,5,15.0,4-12,
Seat: Regular,5,10.0,4-13
Seat: Regular,5,10.0,4-14
Seat: Regular,5,10.0,4-15
Seat: Regular,5,10.0,4-16
Seat: Regular,5,10.0,4-17
Seat: Regular,5,10.0,4-18
Seat: Regular,5,10.0,4-19
Seat: Regular,5,10.0,4-20
Seat: Regular,5,10.0,5-1
Seat: Regular,5,10.0,5-2
Seat: Regular,5,10.0,5-3
Seat: Regular,5,10.0,5-4
Seat: Regular,5,10.0,5-5
Seat: Regular,5,10.0,5-6
Seat: Regular,5,10.0,5-7
Seat: Regular,5,10.0,5-8
Seat: VIP,5,15.0,5-9,
Seat: VIP,5,15.0,5-10,
Seat: VIP,5,15.0,5-11,
Seat: VIP,5,15.0,5-12,
Seat: Regular,5,10.0,5-13
Seat: Regular,5,10.0,5-14
Seat: Regular,5,10.0,5-15
Seat: Regular,5,10.0,5-16
Seat: Regular,5,10.0,5-17
Seat: Regular,5,10.0,5-18
Seat: Regular,5,10.0,5-19
Seat: Regular,5,10.0,5-20
Seat: Regular,5,10.0,6-1
Seat: Regular,5,10.0,6-2
Seat: Regular,5,10.0,6-3
Seat: Regular,5,10.0,6-4
Seat: Regular,5,10.0,6-5
Seat: Regular,5,10.0,6-6
Seat: Regular,5,10.0,6-7
Seat: Regular,5,10.0,6-8
Seat: VIP,5,15.0,6-9,
Seat: VIP,5,15.0,6-10,
Seat: VIP,5,15.0,6-11,
Seat: VIP,5,15.0,6-12,
Seat: Regular,5,10.0,6-13
Seat: Regular,5,10.0,6-14
Seat: Regular,5,10.0,6-15
Seat: Regular,5,10.0,6-16
Seat: Regular,5,10.0,6-17
Seat: Regular,5,10.0,6-18
Seat: Regular,5,10.0,6-19
Seat: Regular,5,10.0,6-20
Seat: Regular,5,10.0,7-1
Seat: Regular,5,10.0,7-2
Seat: Regular,5,10.0,7-3
Seat: Regular,5,10.0,7-4
Seat: Regular,5,10.0,7-5
Seat: Regular,5,10.0,7-6
Seat: Regular,5,10.0,7-7
Seat: Regular,5,10.0,7-8
Seat: VIP,5,15.0,7-9,
Seat: VIP,5,15.0,7-10,
Seat: VIP,5,15.0,7-11,
Seat: VIP,5,15.0,7-12,
Seat: Regular,5,10.0,7-13
Seat: Regular,5,10.0,7-14
Seat: Regular,5,10.0,7-15
Seat: Regular,5,10.0,7-16
Seat: Regular,5,10.0,7-17
Seat: Regular,5,10.0,7-18
Seat: Regular,5,10.0,7-19
Seat: Regular,5,10.0,7-20
Seat: Regular,5,10.0,8-1
Seat: Regular,5,10.0,8-2
Seat: Regular,5,10.0,8-3
Seat: Regular,5,10.0,8-4
Seat: Regular,5,10.0,8-5
Seat: Regular,5,10.0,8-6
Seat: Regular,5,10.0,8-7
Seat: Regular,5,10.0,8-8
Seat: Regular,5,10.0,8-9
Seat: Regular,5,10.0,8-10
Seat: Regular,5,10.0,8-11
Seat: Regular,5,10.0,8-12
Seat: Regular,5,10.0,8-13
Seat: Regular,5,10.0,8-14
Seat: Regular,5,10.0,8-15
Seat: Regular,5,10.0,8-16
Seat: Regular,5,10.0,8-17
Seat: Regular,5,10.0,8-18
Seat: Regular,5,10.0,8-19
Seat: Regular,5,10.0,8-20
Seat: Regular,5,10.0,9-1
Seat: Regular,5,10.0,9-2
Seat: Regular,5,10.0,9-3
Seat: Regular,5,10.0,9-4
Seat: Regular,5,10.0,9-5
Seat: Regular,5,10.0,9-6
Seat: Regular,5,10.0,9-7
Seat: Regular,5,10.0,9-8
Seat: Regular,5,10.0,9-9
Seat: Regular,5,10.0,9-10
Seat: Regular,5,10.0,9-11
Seat: Regular,5,10.0,9-12
Seat: Regular,5,10.0,9-13
Seat: Regular,5,10.0,9-14
Seat: Regular,5,10.0,9-15
Seat: Regular,5,10.0,9-16
Seat: Regular,5,10.0,9-17
Seat: Regular,5,10.0,9-18
Seat: Regular,5,10.0,9-19
Seat: Regular,5,10.0,9-20
Seat: Regular,5,10.0,10-1
Seat: Regular,5,10.0,10-2
Seat: Regular,5,10.0,10-3
Seat: Regular,5,10.0,10-4
Seat: Regular,5,10.0,10-5
Seat: Regular,5,10.0,10-6
Seat: Regular,5,10.0,10-7
Seat: Regular,5,10.0,10-8
Seat: Regular,5,10.0,10-9
Seat: Regular,5,10.0,10-10
Seat: Regular,5,10.0,10-11
Seat: Regular,5,10.0,10-12
Seat: Regular,5,10.0,10-13
Seat: Regular,5,10.0,10-14
Seat: Regular,5,10.0,10-15
Seat: Regular,5,10.0,10-16
Seat: Regular,5,10.0,10-17
Seat: Regular,5,10.0,10-18
Seat: Regular,5,10.0,10-19
Seat: Regular,5,10.0,10-20
